time_sec,heart_rate,spo2,bp_sys,bp_dia,motion,spo2_diff,spo2_motion_artifact,hr_diff,hr_artifact,spo2_missing,risk_score,risk_confidence,vital_risk,risk_level
241,77.0,92,119.0,78,1.182577739081787,0.0,False,2.0,False,False,10.033306466107284,0.6,0.0,LOW
242,75.0,92,120.0,72,1.2782670555489728,0.0,False,2.0,False,False,10.033306466107284,0.6,0.0,LOW
243,75.0,92,121.0,84,1.2303419117416996,,False,1.0,False,True,10.033306466107284,0.6,0.0,LOW
244,74.0,92,122.0,82,1.2337087217503957,,False,-7.0,False,False,10.033306466107284,0.6,0.0,LOW
245,74.0,98,121.0,75,0.1014845709324299,6.0,False,3.0,False,False,27.8702957391869,1.0,0.0,LOW
246,74.0,98,122.0,78,0.089854332339714,0.0,False,0.0,False,False,27.8702957391869,1.0,0.0,LOW
247,74.0,98,120.0,85,0.1889717029866343,0.0,False,-1.0,False,False,27.8702957391869,1.0,0.0,LOW
248,74.0,98,119.0,84,0.2123453031708306,0.0,False,7.0,False,False,27.8702957391869,1.0,0.0,LOW
249,76.0,98,118.0,83,0.1437401086131138,0.0,False,-4.0,False,False,27.8702957391869,1.0,0.0,LOW
250,78.0,98,120.0,79,0.1455653294761829,0.0,False,-5.0,False,False,27.8702957391869,1.0,0.0,LOW
251,78.0,98,119.0,80,0.2280736314913066,0.0,False,7.0,False,False,27.8702957391869,1.0,0.0,LOW
252,78.0,98,120.0,80,0.2281427240228565,0.0,False,3.0,False,False,27.8702957391869,1.0,0.0,LOW
253,78.0,98,120.0,83,0.1931129469806036,0.0,False,-3.0,False,False,27.8702957391869,1.0,0.0,LOW
254,78.0,98,119.0,77,0.2390100860593037,0.0,False,-8.0,False,False,27.8702957391869,1.0,0.0,LOW
255,74.0,98,118.0,78,0.1412898852139927,0.0,False,4.0,False,False,27.8702957391869,1.0,0.0,LOW
256,74.0,98,118.0,83,0.1822032541456514,0.0,False,5.0,False,False,27.8702957391869,1.0,0.0,LOW
257,76.0,98,118.0,80,0.2823938802891836,0.0,False,-6.0,False,False,27.8702957391869,1.0,0.0,LOW
258,76.0,98,118.0,84,0.2034161064969908,0.0,False,3.0,False,False,27.8702957391869,1.0,0.0,LOW
259,75.0,98,119.0,78,0.2063156257293499,0.0,False,1.0,False,False,27.8702957391869,1.0,0.0,LOW
260,75.0,98,118.0,80,0.315297329298387,0.0,False,-5.0,False,False,27.8702957391869,1.0,0.0,LOW
261,72.0,98,119.0,77,0.1300328917075614,0.0,False,3.0,False,False,27.8702957391869,1.0,0.0,LOW
262,72.0,98,119.0,80,0.2398215183321055,0.0,False,-10.0,False,False,27.8702957391869,1.0,0.0,LOW
263,72.0,98,118.0,76,0.283199313990405,0.0,False,7.0,False,False,27.8702957391869,1.0,0.0,LOW
264,72.0,98,119.0,79,0.1837571036750727,0.0,False,2.0,False,False,27.8702957391869,1.0,0.0,LOW
265,72.0,98,121.0,76,0.2429815393427423,0.0,False,-3.0,False,False,27.8702957391869,1.0,0.0,LOW
266,74.0,97,121.0,82,0.1508990251394547,-1.0,False,9.0,False,False,27.8702957391869,1.0,0.0,LOW
267,74.0,98,122.0,82,0.1656633802216324,1.0,False,-9.0,False,False,27.8702957391869,1.0,0.0,LOW
268,75.0,98,121.0,75,0.2192483208023817,0.0,False,3.0,False,False,27.8702957391869,1.0,0.0,LOW
269,74.0,98,121.0,84,0.2399283336555295,0.0,False,1.0,False,False,27.8702957391869,1.0,0.0,LOW
270,75.0,98,119.0,87,0.2560468256203123,0.0,False,4.0,False,False,27.8702957391869,1.0,0.0,LOW
271,75.0,98,118.0,80,0.2784814293469747,0.0,False,-8.0,False,False,3.761191847031465,1.0,0.0,LOW
272,75.0,98,116.0,78,0.1966276720722409,0.0,False,7.0,False,False,3.761191847031465,1.0,0.0,LOW
273,75.0,98,119.0,88,0.2596805877586294,0.0,False,-3.0,False,False,3.761191847031465,1.0,0.0,LOW
274,76.0,98,119.0,76,0.1828847578275425,0.0,False,-3.0,False,False,3.761191847031465,1.0,0.0,LOW
275,75.0,98,120.0,80,0.2451045655794134,0.0,False,4.0,False,False,3.761191847031465,1.0,0.0,LOW
276,75.0,98,120.0,81,0.2103744398926091,0.0,False,0.0,False,False,3.761191847031465,1.0,0.0,LOW
277,75.0,98,121.0,84,0.2222838953540962,0.0,False,-3.0,False,False,3.761191847031465,1.0,0.0,LOW
278,75.0,98,120.0,81,0.2211753937011019,0.0,False,2.0,False,False,3.761191847031465,1.0,0.0,LOW
279,75.0,98,119.0,79,0.1197647495101094,0.0,False,-1.0,False,False,3.761191847031465,1.0,0.0,LOW
280,75.0,98,118.0,77,0.1437939070569613,0.0,False,1.0,False,False,3.761191847031465,1.0,0.0,LOW
281,75.0,98,118.0,79,0.2051270719908761,,False,2.0,False,True,3.552741299565876,1.0,0.0,LOW
282,77.0,98,118.0,77,0.1156360460179415,,False,3.0,False,False,3.552741299565876,1.0,0.0,LOW
283,77.0,97,118.0,80,0.2415605551599878,-1.0,False,-9.0,False,False,3.552741299565876,1.0,0.0,LOW
284,75.0,98,116.0,78,0.2435777983144071,1.0,False,10.0,False,False,3.552741299565876,1.0,0.0,LOW
285,75.0,98,118.0,76,0.2163585276438895,0.0,False,-12.0,False,False,3.552741299565876,1.0,0.0,LOW
286,76.0,98,119.0,84,0.1439432993621039,0.0,False,6.0,False,False,3.552741299565876,1.0,0.0,LOW
287,75.0,98,119.0,79,0.2690069469434257,0.0,False,2.0,False,False,3.552741299565876,1.0,0.0,LOW
288,75.0,98,119.0,76,0.3018605319859179,0.0,False,-1.0,False,False,3.552741299565876,1.0,0.0,LOW
289,74.0,98,122.0,79,0.2073538413722987,0.0,False,-3.0,False,False,3.552741299565876,1.0,0.0,LOW
290,74.0,98,121.0,80,0.2255267689225618,0.0,False,1.0,False,False,3.552741299565876,1.0,0.0,LOW
291,74.0,98,119.0,75,0.2100869327398022,0.0,False,0.0,False,False,1.9490185030927445,1.0,0.0,LOW
292,74.0,98,118.0,81,0.2265184594499399,0.0,False,-1.0,False,False,1.9490185030927445,1.0,0.0,LOW
293,74.0,98,119.0,77,0.1940220621686802,0.0,False,5.0,False,False,1.9490185030927445,1.0,0.0,LOW
294,76.0,98,119.0,85,0.1982717880078098,0.0,False,-2.0,False,False,1.9490185030927445,1.0,0.0,LOW
295,76.0,98,121.0,82,0.2452858800248682,0.0,False,-3.0,False,False,2.9516651574354986,1.0,0.0,LOW
296,76.0,98,123.0,79,0.3172812080948221,0.0,False,5.0,False,False,2.9516651574354986,1.0,0.0,LOW
297,77.0,98,123.0,78,0.129996438279913,0.0,False,-2.0,False,False,2.9516651574354986,1.0,0.0,LOW
298,77.0,98,122.0,80,0.1948093757798516,0.0,False,1.0,False,False,2.9516651574354986,1.0,0.0,LOW
299,76.0,98,121.0,82,0.1409769757383959,0.0,False,0.0,False,False,2.9516651574354986,1.0,0.0,LOW
300,77.0,98,122.0,80,0.2796012449288041,0.0,False,-4.0,False,False,2.9516651574354986,1.0,0.0,LOW
301,77.0,98,120.0,79,0.170613101534005,0.0,False,0.0,False,False,2.9516651574354986,1.0,0.0,LOW
302,75.0,98,121.0,80,0.1278399603107103,0.0,False,4.0,False,False,2.9516651574354986,1.0,0.0,LOW
303,75.0,98,121.0,78,0.2319093499424286,0.0,False,0.0,False,False,2.9516651574354986,1.0,0.0,LOW
304,77.0,98,123.0,79,0.2872155557371555,0.0,False,-2.0,False,False,2.9516651574354986,1.0,0.0,LOW
305,75.0,98,120.0,74,0.2331798934280381,0.0,False,0.0,False,False,2.9516651574354986,1.0,0.0,LOW
306,75.0,98,121.0,83,0.2102398938640958,0.0,False,4.0,False,False,2.9516651574354986,1.0,0.0,LOW
307,75.0,98,119.0,81,0.2204570461387997,0.0,False,-6.0,False,False,2.9516651574354986,1.0,0.0,LOW
308,74.0,98,118.0,78,0.2707420331412777,0.0,False,4.0,False,False,2.9516651574354986,1.0,0.0,LOW
309,74.0,98,118.0,86,0.1562900364992925,0.0,False,-3.0,False,False,2.9516651574354986,1.0,0.0,LOW
310,77.0,98,120.0,80,0.1944076447956843,0.0,False,0.0,False,False,2.9516651574354986,1.0,0.0,LOW
311,77.0,98,119.0,77,0.1773654925745233,,False,4.0,False,True,2.9516651574354986,1.0,0.0,LOW
312,77.0,98,118.0,83,0.1416067346354145,,False,-1.0,False,False,2.9516651574354986,1.0,0.0,LOW
313,77.0,98,119.0,81,0.1835812370291599,0.0,False,0.0,False,False,2.9516651574354986,1.0,0.0,LOW
314,77.0,98,119.0,81,0.2553860547991224,0.0,False,2.0,False,False,2.9516651574354986,1.0,0.0,LOW
315,77.0,98,119.0,79,0.2283301074196362,0.0,False,-4.0,False,False,2.9516651574354986,1.0,0.0,LOW
316,76.0,98,120.0,81,0.23221552500541,0.0,False,2.0,False,False,2.9516651574354986,1.0,0.0,LOW
317,75.0,98,121.0,79,0.2073237805826659,0.0,False,-3.0,False,False,2.9516651574354986,1.0,0.0,LOW
318,75.0,97,123.0,82,0.2261661891364294,-1.0,False,2.0,False,False,2.9516651574354986,1.0,0.0,LOW
319,75.0,98,123.0,74,0.1599704828825947,1.0,False,-1.0,False,False,2.9516651574354986,1.0,0.0,LOW
320,75.0,99,122.0,79,0.1845245057036385,1.0,False,0.0,False,False,4.036631122866178,1.0,0.0,LOW
321,75.0,98,120.0,85,0.2096002118484338,-1.0,False,2.0,False,False,4.036631122866178,1.0,0.0,LOW
322,75.0,98,120.0,78,0.2138757929440945,0.0,False,-4.0,False,False,4.036631122866178,1.0,0.0,LOW
323,73.0,98,118.0,78,0.2160093927460936,0.0,False,8.0,False,False,4.036631122866178,1.0,0.0,LOW
324,73.0,98,119.0,79,0.1930832358991811,0.0,False,-9.0,False,False,4.036631122866178,1.0,0.0,LOW
325,77.0,98,120.0,76,0.1811288299434835,0.0,False,-1.0,False,False,4.036631122866178,1.0,0.0,LOW
326,77.0,98,120.0,73,0.3578885641522149,0.0,False,7.0,False,False,4.036631122866178,1.0,0.0,LOW
327,77.0,98,120.0,79,0.2453393636466199,0.0,False,-1.0,False,False,4.036631122866178,1.0,0.0,LOW
328,77.0,98,121.0,80,0.2206573737976311,0.0,False,0.0,False,False,4.036631122866178,1.0,0.0,LOW
329,77.0,98,121.0,80,0.1883395750896803,0.0,False,0.0,False,False,4.036631122866178,1.0,0.0,LOW
330,75.0,98,122.0,80,0.1774390586528061,0.0,False,-2.0,False,False,4.036631122866178,1.0,0.0,LOW
331,75.0,98,123.0,80,0.1934599703136522,0.0,False,-3.0,False,False,4.036631122866178,1.0,0.0,LOW
332,75.0,98,123.0,83,0.2146414421793341,0.0,False,3.0,False,False,4.036631122866178,1.0,0.0,LOW
333,75.0,98,123.0,79,0.1059782227968459,0.0,False,-2.0,False,False,4.036631122866178,1.0,0.0,LOW
334,75.0,98,123.0,78,0.1215305202312658,0.0,False,5.0,False,False,4.036631122866178,1.0,0.0,LOW
335,74.0,98,121.0,79,0.1681558805530521,0.0,False,-3.0,False,False,24.872630725306202,1.0,0.0,LOW
336,75.0,98,120.0,82,0.2103569718389284,0.0,False,-2.0,False,False,24.872630725306202,1.0,0.0,LOW
337,74.0,98,120.0,84,0.1880363426424074,0.0,False,1.0,False,False,24.872630725306202,1.0,0.0,LOW
338,73.0,98,120.0,78,0.2739060613049742,,False,2.0,False,True,24.872630725306202,1.0,0.0,LOW
339,74.0,98,120.0,80,0.1258801606502115,,False,-3.0,False,False,24.872630725306202,1.0,0.0,LOW
340,76.0,98,120.0,81,0.1624327265198314,0.0,False,0.0,False,False,24.872630725306202,1.0,0.0,LOW
341,73.0,98,118.0,77,0.2760045870495551,0.0,False,3.0,False,False,24.872630725306202,1.0,0.0,LOW
342,74.0,98,119.0,80,0.2065559662337573,0.0,False,0.0,False,False,24.872630725306202,1.0,0.0,LOW
343,76.0,98,119.0,76,0.2442421291400579,0.0,False,-3.0,False,False,24.872630725306202,1.0,0.0,LOW
344,74.0,98,118.0,75,0.3025623471634732,0.0,False,1.0,False,False,24.872630725306202,1.0,0.0,LOW
345,73.0,98,119.0,81,0.1653097791049088,0.0,False,2.0,False,False,24.872630725306202,1.0,0.0,LOW
346,73.0,98,121.0,79,0.1950342831103984,0.0,False,-5.0,False,False,24.872630725306202,1.0,0.0,LOW
347,73.0,98,120.0,81,0.1863786549534564,0.0,False,0.0,False,False,24.872630725306202,1.0,0.0,LOW
348,73.0,98,120.0,80,0.1022703497758362,0.0,False,2.0,False,False,24.872630725306202,1.0,0.0,LOW
349,74.0,98,119.0,77,0.1844801598122015,0.0,False,1.0,False,False,24.872630725306202,1.0,0.0,LOW
350,76.0,98,120.0,80,0.2440531093690333,0.0,False,2.0,False,False,24.872630725306202,1.0,0.0,LOW
351,76.0,98,121.0,76,0.227029477090612,0.0,False,3.0,False,False,24.872630725306202,1.0,0.0,LOW
352,76.0,98,122.0,84,0.2309541584694005,0.0,False,-1.0,False,False,24.872630725306202,1.0,0.0,LOW
353,75.0,98,121.0,76,0.181224550968025,0.0,False,-3.0,False,False,24.872630725306202,1.0,0.0,LOW
354,75.0,98,121.0,79,0.1671951381997179,0.0,False,0.0,False,False,24.872630725306202,1.0,0.0,LOW
355,75.0,98,119.0,77,0.263462783594931,0.0,False,-3.0,False,False,24.872630725306202,1.0,0.0,LOW
356,75.0,98,120.0,82,0.1751341426821165,0.0,False,3.0,False,False,24.872630725306202,1.0,0.0,LOW
357,74.0,98,120.0,79,0.2147041019396607,0.0,False,-1.0,False,False,24.872630725306202,1.0,0.0,LOW
358,75.0,98,120.0,78,0.2081667340338769,0.0,False,2.0,False,False,24.872630725306202,1.0,0.0,LOW
359,76.0,98,122.0,83,0.2730858508128559,0.0,False,-3.0,False,False,24.872630725306202,1.0,0.0,LOW
360,76.0,95,122.0,80,1.4356294549767414,-6.0,True,4.0,False,False,8.954147061110232,0.6,0.0,LOW
361,76.0,92,122.0,82,1.3222959060597674,0.0,False,3.0,False,False,8.954147061110232,0.6,0.0,LOW
362,77.0,92,121.0,77,1.3276811787543714,0.0,False,-5.0,False,False,8.954147061110232,0.6,0.0,LOW
363,76.0,93,122.0,76,1.4160043279965802,1.0,False,1.0,False,False,8.954147061110232,0.6,0.0,LOW
364,76.0,93,121.0,80,1.3838419547241652,0.0,False,1.0,False,False,8.954147061110232,0.6,0.0,LOW
365,76.0,98,119.0,79,0.1772414108023118,5.0,False,-3.0,False,False,24.872630725306202,1.0,0.0,LOW
366,75.0,98,120.0,82,0.2507813941997235,0.0,False,2.0,False,False,23.284032869937302,1.0,0.0,LOW
367,75.0,98,121.0,80,0.2093729691044455,0.0,False,-1.0,False,False,23.284032869937302,1.0,0.0,LOW
368,75.0,98,121.0,81,0.2026228693444722,0.0,False,0.0,False,False,23.284032869937302,1.0,0.0,LOW
369,75.0,98,120.0,75,0.2389914320377525,0.0,False,-2.0,False,False,23.284032869937302,1.0,0.0,LOW
370,75.0,98,122.0,86,0.1812445502528218,0.0,False,2.0,False,False,23.284032869937302,1.0,0.0,LOW
371,76.0,98,120.0,80,0.2784259492736277,0.0,False,1.0,False,False,23.284032869937302,1.0,0.0,LOW
372,78.0,98,119.0,82,0.1605976188383496,0.0,False,3.0,False,False,23.284032869937302,1.0,0.0,LOW
373,78.0,98,120.0,77,0.2328464533171044,0.0,False,-1.0,False,False,23.284032869937302,1.0,0.0,LOW
374,78.0,98,121.0,81,0.2716916419329922,0.0,False,3.0,False,False,23.284032869937302,1.0,0.0,LOW
375,78.0,99,122.0,76,0.131135225536395,1.0,False,-8.0,False,False,23.284032869937302,1.0,0.0,LOW
376,78.0,98,122.0,81,0.1828332412073775,-1.0,False,5.0,False,False,23.284032869937302,1.0,0.0,LOW
377,76.0,98,121.0,79,0.2571103696442779,0.0,False,-2.0,False,False,23.284032869937302,1.0,0.0,LOW
378,76.0,99,122.0,80,0.2578622273865513,1.0,False,6.0,False,False,23.284032869937302,1.0,0.0,LOW
379,73.0,98,123.0,82,0.191425219980588,-1.0,False,-9.0,False,False,23.284032869937302,1.0,0.0,LOW
380,73.0,98,125.0,76,0.163266445316157,0.0,False,-1.0,False,False,23.284032869937302,1.0,0.0,LOW
381,73.0,98,123.0,78,0.2477967911165381,0.0,False,1.0,False,False,23.284032869937302,1.0,0.0,LOW
382,73.0,98,124.0,81,0.2591774551290802,0.0,False,-4.0,False,False,23.284032869937302,1.0,0.0,LOW
383,73.0,98,122.0,86,0.1417668325743802,0.0,False,4.0,False,False,23.284032869937302,1.0,0.0,LOW
384,73.0,97,121.0,80,0.139804317551681,-1.0,False,0.0,False,False,23.284032869937302,1.0,0.0,LOW
385,75.0,98,118.0,82,0.2112628340991799,1.0,False,2.0,False,False,23.284032869937302,1.0,0.0,LOW
386,76.0,98,120.0,80,0.2314680316714446,0.0,False,1.0,False,False,23.284032869937302,1.0,0.0,LOW
387,76.0,98,119.0,86,0.1850465457384972,0.0,False,5.0,False,False,23.284032869937302,1.0,0.0,LOW
388,76.0,98,120.0,75,0.2339646909991175,0.0,False,-3.0,False,False,23.284032869937302,1.0,0.0,LOW
389,76.0,98,119.0,80,0.1644931696581309,0.0,False,-5.0,False,False,23.284032869937302,1.0,0.0,LOW
390,73.0,98,118.0,75,0.0942653200463132,0.0,False,-1.0,False,False,23.284032869937302,1.0,0.0,LOW
391,73.0,98,117.0,72,0.1788049463833702,0.0,False,4.0,False,False,15.748281241232359,1.0,0.0,LOW
392,76.0,99,116.0,81,0.203161607325655,1.0,False,-5.0,False,False,15.748281241232359,1.0,0.0,LOW
393,76.0,98,117.0,80,0.1862080020051771,-1.0,False,9.0,False,False,15.748281241232359,1.0,0.0,LOW
394,74.0,98,116.0,79,0.1420698368170257,0.0,False,-1.0,False,False,15.748281241232359,1.0,0.0,LOW
395,79.0,98,117.0,80,0.1092175512060591,0.0,False,-5.0,False,False,15.748281241232359,1.0,0.0,LOW
396,75.0,98,118.0,89,0.1742955597816051,0.0,False,-4.0,False,False,15.748281241232359,1.0,0.0,LOW
397,75.0,98,120.0,79,0.2448827885824872,0.0,False,9.0,False,False,15.748281241232359,1.0,0.0,LOW
398,75.0,98,119.0,82,0.2628098719706841,0.0,False,-4.0,False,False,15.748281241232359,1.0,0.0,LOW
399,75.0,98,121.0,78,0.2593856692069227,0.0,False,4.0,False,False,15.748281241232359,1.0,0.0,LOW
400,75.0,99,121.0,81,0.1592045232425723,1.0,False,-9.0,False,False,15.748281241232359,1.0,0.0,LOW
401,75.0,98,120.0,79,0.1423146838184818,-1.0,False,3.0,False,False,14.43554899396455,1.0,0.0,LOW
402,74.0,98,119.0,79,0.2248317307489948,0.0,False,2.0,False,False,14.43554899396455,1.0,0.0,LOW
403,75.0,98,120.0,85,0.2317550005798963,0.0,False,0.0,False,False,14.43554899396455,1.0,0.0,LOW
404,75.0,98,118.0,84,0.2200084802600249,0.0,False,-1.0,False,False,14.43554899396455,1.0,0.0,LOW
405,75.0,98,117.0,80,0.0992968362881118,0.0,False,3.0,False,False,14.43554899396455,1.0,0.0,LOW
406,75.0,98,116.0,73,0.1566557707558266,0.0,False,-5.0,False,False,13.540180494283705,1.0,0.0,LOW
407,75.0,98,118.0,79,0.1985155604857011,0.0,False,3.0,False,False,13.540180494283705,1.0,0.0,LOW
408,75.0,98,117.0,88,0.2243609097315213,0.0,False,0.0,False,False,13.540180494283705,1.0,0.0,LOW
409,75.0,98,118.0,79,0.2383653681301243,0.0,False,2.0,False,False,13.540180494283705,1.0,0.0,LOW
410,75.0,98,118.0,83,0.207212676114102,0.0,False,0.0,False,False,13.540180494283705,1.0,0.0,LOW
411,77.0,98,119.0,84,0.2165391903269118,0.0,False,-5.0,False,False,6.0121246158048995,1.0,0.0,LOW
412,76.0,98,118.0,81,0.2042432729180552,0.0,False,-2.0,False,False,6.0121246158048995,1.0,0.0,LOW
413,73.0,98,118.0,77,0.2342809687109241,0.0,False,9.0,False,False,6.0121246158048995,1.0,0.0,LOW
414,76.0,98,119.0,73,0.2156432825745455,0.0,False,-3.0,False,False,6.0121246158048995,1.0,0.0,LOW
415,76.0,98,120.0,82,0.2032868830023644,0.0,False,-3.0,False,False,8.734003173915314,1.0,0.0,LOW
416,76.0,98,119.0,78,0.1865815600431309,0.0,False,7.0,False,False,8.734003173915314,1.0,0.0,LOW
417,75.0,98,119.0,81,0.204064571252124,0.0,False,-5.0,False,False,8.734003173915314,1.0,0.0,LOW
418,79.0,99,122.0,76,0.2242295689419637,1.0,False,4.0,False,False,8.734003173915314,1.0,0.0,LOW
419,79.0,98,121.0,79,0.213373769444903,-1.0,False,-4.0,False,False,8.734003173915314,1.0,0.0,LOW
420,79.0,98,119.0,80,0.2190413209172627,0.0,False,6.0,False,False,16.903938956408147,1.0,0.0,LOW
421,78.0,98,120.0,81,0.2671360930675593,0.0,False,-1.0,False,False,16.903938956408147,1.0,0.0,LOW
422,78.0,98,119.0,77,0.2132581961373293,0.0,False,-6.0,False,False,16.903938956408147,1.0,0.0,LOW
423,78.0,98,117.0,84,0.1675500739763421,0.0,False,4.0,False,False,16.903938956408147,1.0,0.0,LOW
424,77.0,98,118.0,78,0.2441803392997084,0.0,False,-1.0,False,False,16.903938956408147,1.0,0.0,LOW
425,77.0,98,119.0,75,0.1316900831165541,0.0,False,2.0,False,False,16.903938956408147,1.0,0.0,LOW
426,77.0,98,120.0,80,0.1459293309630356,0.0,False,-7.0,False,False,16.903938956408147,1.0,0.0,LOW
427,77.0,98,121.0,80,0.2167923632360034,0.0,False,5.0,False,False,16.903938956408147,1.0,0.0,LOW
428,72.0,97,122.0,80,0.2258198333893289,-1.0,False,1.0,False,False,16.903938956408147,1.0,0.0,LOW
429,71.0,98,121.0,84,0.1377474388248002,1.0,False,-8.0,False,False,16.903938956408147,1.0,0.0,LOW
430,71.0,98,120.0,79,0.1808591259506625,0.0,False,1.0,False,False,16.903938956408147,1.0,0.0,LOW
431,71.0,98,117.0,80,0.169695808389017,0.0,False,-2.0,False,False,16.903938956408147,1.0,0.0,LOW
432,74.0,97,116.0,77,0.1756661838559201,-1.0,False,5.0,False,False,16.903938956408147,1.0,0.0,LOW
433,75.0,98,116.0,82,0.2471798888136473,1.0,False,3.0,False,False,16.903938956408147,1.0,0.0,LOW
434,77.0,98,117.0,81,0.2353252731773626,0.0,False,3.0,False,False,16.903938956408147,1.0,0.0,LOW
435,77.0,98,118.0,79,0.1990438910073146,0.0,False,-5.0,False,False,16.903938956408147,1.0,0.0,LOW
436,75.0,98,120.0,74,0.1727019036442536,0.0,False,5.0,False,False,16.903938956408147,1.0,0.0,LOW
437,75.0,98,120.0,84,0.1325175164889929,0.0,False,-9.0,False,False,16.903938956408147,1.0,0.0,LOW
438,75.0,98,120.0,76,0.2710092469390974,0.0,False,-1.0,False,False,16.903938956408147,1.0,0.0,LOW
439,75.0,98,120.0,78,0.2296056950142459,0.0,False,5.0,False,False,16.903938956408147,1.0,0.0,LOW
440,75.0,98,119.0,81,0.164666544796343,0.0,False,1.0,False,False,16.903938956408147,1.0,0.0,LOW
441,75.0,98,119.0,76,0.2359799748812446,,False,-1.0,False,True,16.903938956408147,1.0,0.0,LOW
442,75.0,99,121.0,76,0.1964888189712687,,False,-6.0,False,False,16.903938956408147,1.0,0.0,LOW
443,75.0,98,120.0,74,0.1856445247568828,-1.0,False,6.0,False,False,16.903938956408147,1.0,0.0,LOW
444,75.0,98,120.0,82,0.2217605764144801,0.0,False,-4.0,False,False,16.903938956408147,1.0,0.0,LOW
445,75.0,98,123.0,78,0.1629250875043637,0.0,False,6.0,False,False,16.903938956408147,1.0,0.0,LOW
446,73.0,98,123.0,89,0.1828121740244945,0.0,False,-1.0,False,False,16.903938956408147,1.0,0.0,LOW
447,73.0,98,123.0,77,0.2060730532099773,0.0,False,-4.0,False,False,16.903938956408147,1.0,0.0,LOW
448,73.0,98,123.0,77,0.1750274403557393,0.0,False,1.0,False,False,16.903938956408147,1.0,0.0,LOW
449,73.0,98,122.0,78,0.2334542605133762,0.0,False,-1.0,False,False,16.903938956408147,1.0,0.0,LOW
450,73.0,98,120.0,81,0.293453325183913,0.0,False,3.0,False,False,16.903938956408147,1.0,0.0,LOW
451,75.0,98,121.0,79,0.1622850933696428,0.0,False,3.0,False,False,10.197412921752257,1.0,0.0,LOW
452,75.0,98,119.0,82,0.1167437351847977,0.0,False,-6.0,False,False,10.197412921752257,1.0,0.0,LOW
453,73.0,98,120.0,77,0.0999129916261869,0.0,False,5.0,False,False,10.197412921752257,1.0,0.0,LOW
454,73.0,98,121.0,76,0.1924765929252509,0.0,False,-4.0,False,False,10.197412921752257,1.0,0.0,LOW
455,73.0,98,121.0,75,0.1668417704936908,0.0,False,0.0,False,False,24.541987700750308,1.0,0.0,LOW
456,73.0,98,122.0,73,0.210393025053354,0.0,False,2.0,False,False,24.541987700750308,1.0,0.0,LOW
457,73.0,98,122.0,78,0.206629883601305,0.0,False,-3.0,False,False,24.541987700750308,1.0,0.0,LOW
458,73.0,97,123.0,79,0.1198391576692952,-1.0,False,1.0,False,False,24.541987700750308,1.0,0.0,LOW
459,73.0,98,122.0,78,0.1092558085259297,1.0,False,-2.0,False,False,24.541987700750308,1.0,0.0,LOW
460,73.0,98,121.0,84,0.2147966620173047,0.0,False,10.0,False,False,24.541987700750308,1.0,0.0,LOW
461,75.0,98,120.0,84,0.2067714417359978,0.0,False,-6.0,False,False,24.541987700750308,1.0,0.0,LOW
462,75.0,98,119.0,79,0.1787091000816724,0.0,False,-2.0,False,False,24.541987700750308,1.0,0.0,LOW
463,75.0,98,118.0,75,0.1171428207433847,0.0,False,3.0,False,False,24.541987700750308,1.0,0.0,LOW
464,75.0,98,118.0,78,0.2235695631382495,0.0,False,-1.0,False,False,24.541987700750308,1.0,0.0,LOW
465,76.0,98,119.0,78,0.2635949772711972,0.0,False,-1.0,False,False,24.541987700750308,1.0,0.0,LOW
466,75.0,97,118.0,78,0.2138991220109461,-1.0,False,3.0,False,False,24.541987700750308,1.0,0.0,LOW
467,74.0,98,120.0,78,0.1576263054717467,1.0,False,0.0,False,False,24.541987700750308,1.0,0.0,LOW
468,74.0,98,121.0,78,0.2022276082785575,0.0,False,-4.0,False,False,24.541987700750308,1.0,0.0,LOW
469,73.0,98,120.0,79,0.1316942959533157,0.0,False,0.0,False,False,24.541987700750308,1.0,0.0,LOW
470,73.0,98,118.0,78,0.2528980356919396,0.0,False,1.0,False,False,24.541987700750308,1.0,0.0,LOW
471,73.0,98,119.0,81,0.2040922167264769,0.0,False,-6.0,False,False,24.541987700750308,1.0,0.0,LOW
472,74.0,98,118.0,81,0.1115921544123384,0.0,False,2.0,False,False,24.541987700750308,1.0,0.0,LOW
473,74.0,98,118.0,77,0.1849662819778159,0.0,False,9.0,False,False,24.541987700750308,1.0,0.0,LOW
474,77.0,98,118.0,84,0.2231650755117115,0.0,False,1.0,False,False,24.541987700750308,1.0,0.0,LOW
475,77.0,98,118.0,77,0.1833476189512239,0.0,False,-6.0,False,False,24.541987700750308,1.0,0.0,LOW
476,77.0,98,117.0,75,0.1862052139279913,0.0,False,3.0,False,False,24.541987700750308,1.0,0.0,LOW
477,77.0,98,118.0,81,0.1387798896476364,0.0,False,-1.0,False,False,24.541987700750308,1.0,0.0,LOW
478,77.0,98,118.0,78,0.2283270493540828,0.0,False,8.0,False,False,24.541987700750308,1.0,0.0,LOW
479,76.0,98,118.0,81,0.1675765399990431,0.0,False,-6.0,False,False,24.541987700750308,1.0,0.0,LOW
480,75.0,95,121.0,73,1.2906364635230836,-6.0,True,-3.0,False,False,9.67580666263226,0.6,0.0,LOW
481,75.0,92,120.0,84,1.3798958638398156,0.0,False,-3.0,False,False,9.67580666263226,0.6,0.0,LOW
482,73.0,93,121.0,82,1.447516218151853,1.0,False,-2.0,False,False,9.67580666263226,0.6,0.0,LOW
